Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2018-10-30 17:21:35,false,"Seattle Running","5.61","268","00:36:59","140","166","3.3","157","178","6:35","4:59","10","5","0.95","--","--","--","--","--","--","0.0","--","--","5,834","20.0","No","--:--:--","6","28.0","--","--","--","00:36:53","00:36:59","149","154"
Running,2018-10-23 17:55:21,false,"Seattle Running","5.99","303","00:39:26","149","174","3.9","143","175","6:35","1:36","6","16","1.08","--","--","--","--","--","--","0.0","--","--","5,684","15.0","No","--:--:--","6","27.0","--","--","--","00:36:58","00:39:26","178","190"
Running,2018-10-16 17:19:17,false,"Seattle Running","5.71","327","00:40:33","148","168","3.4","137","177","7:06","2:06","93","18","1.02","--","--","--","--","--","--","0.0","--","--","5,718","21.0","No","--:--:--","6","28.0","--","--","--","00:37:04","00:40:33","91","180"
Running,2018-10-09 17:44:40,false,"Seattle Running","6.21","294","00:40:50","139","166","3.5","156","176","6:34","4:53","7","9","0.96","--","--","--","--","--","--","0.0","--","--","6,406","20.0","No","--:--:--","7","25.0","--","--","--","00:40:41","00:40:50","110","116"
Running,2018-10-02 18:07:18,false,"Seattle Running","5.01","236","00:34:31","135","163","3.1","141","175","6:53","4:44","34","41","1.03","--","--","--","--","--","--","0.0","--","--","4,982","19.0","No","--:--:--","6","27.0","--","--","--","00:32:29","00:34:31","-97","-10"
Treadmill Running,2018-09-29 15:28:06,false,"Treadmill Running","6.42","324","00:52:07","132","160","3.5","129","173","8:07","4:23","--","--","0.90","--","--","--","--","--","--","0.0","--","--","6,794","24.0","No","--:--:--","7","29.0","--","--","--","00:41:47","00:52:07","--","--"
Treadmill Running,2018-09-25 07:15:23,false,"Treadmill Running","3.41","231","00:28:56","144","164","3.4","143","177","8:29","6:13","--","--","0.82","--","--","--","--","--","--","0.0","--","--","4,256","25.0","No","--:--:--","4","27.0","--","--","--","00:24:58","00:28:56","--","--"
Treadmill Running,2018-09-18 07:11:34,false,"Treadmill Running","4.96","272","00:40:43","132","158","3.2","149","249","8:13","4:23","--","--","0.82","--","--","--","--","--","--","0.0","--","--","6,230","21.0","No","--:--:--","5","27.0","--","--","--","00:37:23","00:40:43","--","--"
Treadmill Running,2018-08-30 17:30:52,false,"Treadmill Running","4.71","291","00:41:36","136","160","3.3","146","171","8:51","6:07","--","--","0.77","--","--","--","--","--","--","0.0","--","--","6,230","27.0","No","--:--:--","5","30.0","--","--","--","00:38:17","00:41:36","--","--"
Running,2018-08-28 17:49:32,false,"Seattle Running","5.56","320","00:41:45","146","165","3.3","133","225","7:31","2:47","92","8","0.99","--","--","--","--","--","--","0.0","--","--","5,678","27.0","No","--:--:--","6","30.0","--","--","--","00:37:41","00:41:45","260","348"
Running,2018-08-14 17:32:27,false,"Seattle Running","5.54","304","00:40:41","146","167","3.3","137","192","7:21","4:18","93","8","0.98","--","--","--","--","--","--","0.0","--","--","5,694","29.0","No","--:--:--","6","31.0","--","--","--","00:37:35","00:40:41","229","316"
Running,2018-08-07 17:19:45,false,"Seattle Running","5.63","329","00:41:13","149","177","3.7","134","197","7:19","2:38","92","8","1.01","--","--","--","--","--","--","0.0","--","--","5,704","30.0","No","--:--:--","6","33.0","--","--","--","00:37:29","00:41:13","160","247"
Running,2018-08-03 17:24:39,false,"Seattle Running","5.55","283","00:38:40","143","167","3.2","136","241","6:58","4:19","86","8","1.08","--","--","--","--","--","--","0.0","--","--","5,350","25.0","No","--:--:--","6","28.0","--","--","--","00:35:22","00:39:00","131","212"
Treadmill Running,2018-07-24 07:22:29,false,"Treadmill Running","4.42","256","00:33:01","148","166","3.6","148","175","7:28","5:37","--","--","0.89","--","--","--","--","--","--","0.0","--","--","5,002","27.0","No","--:--:--","5","29.0","--","--","--","00:29:48","00:33:01","--","--"
Treadmill Running,2018-07-17 07:12:50,false,"Treadmill Running","4.47","280","00:52:03","125","159","3.2","101","178","11:38","5:34","--","--","0.79","--","--","--","--","--","--","0.0","--","--","5,464","28.0","No","--:--:--","5","30.0","--","--","--","00:31:35","00:52:03","--","--"
Running,2018-07-10 17:48:02,false,"Seattle Running","5.00","249","00:43:21","127","155","2.6","124","221","8:40","4:51","47","45","0.91","--","--","--","--","--","--","0.0","--","--","5,786","24.0","No","--:--:--","6","31.0","--","--","--","00:39:52","00:43:21","99","111"
Running,2018-07-03 17:21:25,false,"Seattle Running","5.28","277","00:35:13","149","166","3.6","161","176","6:40","4:50","9","4","0.93","--","--","--","--","--","--","0.0","--","--","5,718","25.0","No","--:--:--","6","30.0","--","--","--","00:34:59","00:35:13","52","59"
Running,2018-06-26 17:22:33,false,"Seattle Running","5.66","321","00:40:51","150","173","3.4","141","243","7:13","2:31","98","13","0.98","--","--","--","--","--","--","0.0","--","--","5,980","25.0","No","--:--:--","6","29.0","--","--","--","00:38:22","00:43:31","7","98"
Running,2018-06-19 07:14:56,false,"Seattle Running","5.95","322","00:42:02","147","169","3.4","148","211","7:04","4:10","79","76","0.96","--","--","--","--","--","--","0.0","--","--","6,538","20.0","No","--:--:--","6","25.0","--","--","--","00:41:21","00:42:02","111","165"
Running,2018-06-14 17:31:24,false,"Seattle Running","4.82","259","00:34:16","148","172","3.4","137","177","7:07","4:47","76","7","1.05","--","--","--","--","--","--","0.0","--","--","4,848","23.0","No","--:--:--","5","27.0","--","--","--","00:34:16","00:34:16","-3","68"
Running,2018-06-12 17:56:51,false,"Seattle Running","5.17","258","00:38:11","135","158","3.3","134","177","7:24","1:36","13","8","1.08","--","--","--","--","--","--","0.0","--","--","5,364","20.0","No","--:--:--","6","25.0","--","--","--","00:35:03","00:38:11","222","233"
Running,2018-06-05 17:51:16,false,"Seattle Running","5.02","239","00:36:05","134","161","3.0","147","211","7:11","4:56","14","16","0.93","--","--","--","--","--","--","0.0","--","--","5,344","22.0","No","--:--:--","6","32.0","--","--","--","00:36:02","00:36:05","216","239"
Treadmill Running,2018-05-26 13:51:09,false,"Treadmill Running","5.41","321","00:55:11","127","158","3.0","117","191","10:12","4:14","--","--","0.82","--","--","--","--","--","--","0.0","--","--","6,712","25.0","No","--:--:--","6","29.0","--","--","--","00:39:55","00:55:11","--","--"
Running,2018-05-24 17:54:31,false,"Seattle Running","4.44","226","00:26:52","151","167","3.3","167","176","6:03","5:12","6","5","0.99","--","--","--","--","--","--","0.0","--","--","4,510","24.0","No","--:--:--","5","29.0","--","--","--","00:26:46","00:26:52","90","95"
Running,2018-05-22 07:09:53,false,"Seattle Running","5.13","275","00:34:35","150","166","3.2","172","181","6:44","5:01","54","53","0.86","--","--","--","--","--","--","0.0","--","--","5,932","18.0","No","--:--:--","6","23.0","--","--","--","00:34:37","00:34:35","118","151"
Running,2018-05-15 17:35:44,false,"Seattle Running","5.18","257","00:29:50","158","172","3.9","170","191","5:45","4:24","5","3","1.03","--","--","--","--","--","--","0.0","--","--","5,032","25.0","No","--:--:--","6","28.0","--","--","--","00:29:50","00:29:50","71","75"
Treadmill Running,2018-05-11 07:06:00,false,"Treadmill Running","5.63","284","00:38:14","144","162","3.7","157","177","6:48","5:40","--","--","0.92","--","--","--","--","--","--","0.0","--","--","6,056","25.0","No","--:--:--","6","27.0","--","--","--","00:36:50","00:38:14","--","--"
Treadmill Running,2018-05-09 18:58:34,false,"Treadmill Running","5.57","274","00:40:11","135","160","3.5","154","177","7:13","5:46","--","--","0.89","--","--","--","--","--","--","0.0","--","--","6,224","25.0","No","--:--:--","6","30.0","--","--","--","00:39:45","00:40:11","--","--"
Running,2018-05-01 17:42:18,false,"Seattle Running","4.42","222","00:27:01","150","172","3.5","168","175","6:07","5:31","6","10","0.97","--","--","--","--","--","--","0.0","--","--","4,556","20.0","No","--:--:--","5","27.0","--","--","--","00:27:09","00:27:01","17","20"
Treadmill Running,2018-04-25 18:14:39,false,"Treadmill Running","5.70","289","00:45:11","131","162","3.2","143","179","7:55","5:51","--","--","0.88","--","--","--","--","--","--","0.0","--","--","6,528","25.0","No","--:--:--","6","28.0","--","--","--","00:42:19","00:45:11","--","--"
Treadmill Running,2018-03-27 07:13:45,false,"Treadmill Running","6.44","331","01:07:30","120","155","3.1","105","176","10:29","5:49","--","--","0.82","--","--","--","--","--","--","0.0","--","--","7,240","22.0","No","--:--:--","7","27.0","--","--","--","00:43:34","01:07:30","--","--"
Treadmill Running,2018-03-22 07:14:33,false,"Treadmill Running","2.67","218","00:44:06","115","139","2.0","89","133","16:30","9:04","--","--","0.69","--","--","--","--","--","--","0.0","--","--","4,462","26.0","No","--:--:--","3","27.0","--","--","--","00:37:44","00:44:06","--","--"
Running,2018-03-20 17:35:56,false,"Seattle Running","8.69","444","00:53:50","152","166","4.0","170","178","6:12","1:14","14","10","0.95","--","--","--","--","--","--","0.0","--","--","9,160","15.0","No","--:--:--","9","27.0","--","--","--","00:53:38","00:53:50","32","37"
Running,2018-03-15 17:14:17,false,"Seattle Running","5.48","268","00:36:34","141","160","3.1","154","177","6:40","4:51","43","38","0.97","--","--","--","--","--","--","0.0","--","--","5,718","16.0","No","--:--:--","6","25.0","--","--","--","00:34:37","00:36:34","-1","15"
Treadmill Running,2018-03-13 07:20:04,false,"Treadmill Running","4.58","262","00:40:22","134","165","3.2","147","175","8:49","6:00","--","--","0.78","--","--","--","--","--","--","0.0","--","--","6,042","26.0","No","--:--:--","5","29.0","--","--","--","00:38:28","00:40:22","--","--"
Running,2018-03-06 07:01:29,false,"Seattle Running","6.93","361","00:47:31","149","176","3.8","157","177","6:52","4:46","155","157","0.93","--","--","--","--","--","--","0.0","--","--","7,618","8.0","No","--:--:--","7","28.0","--","--","--","00:46:18","00:47:31","-240","-144"
Treadmill Running,2018-03-01 07:06:10,false,"Treadmill Running","2.98","274","00:45:12","128","146","2.2","91","134","15:09","9:49","--","--","0.72","--","--","--","--","--","--","0.0","--","--","4,718","25.0","No","--:--:--","3","27.0","--","--","--","00:35:53","00:45:12","--","--"
Running,2018-02-27 07:09:58,false,"Seattle Running","6.19","332","00:40:59","154","170","3.7","166","177","6:37","4:47","87","84","0.91","--","--","--","--","--","--","0.0","--","--","6,836","9.0","No","--:--:--","7","26.0","--","--","--","00:40:40","00:40:59","64","127"
Running,2018-02-25 12:04:55,false,"Seattle Running","6.77","366","00:45:41","154","176","4.0","158","177","6:45","4:49","137","134","0.94","--","--","--","--","--","--","0.0","--","--","7,334","9.0","No","--:--:--","7","21.0","--","--","--","00:44:16","00:45:45","-130","-34"
Treadmill Running,2018-02-22 06:53:05,false,"Treadmill Running","5.85","289","00:41:08","141","168","3.5","153","177","7:02","5:17","--","--","0.92","--","--","--","--","--","--","0.0","--","--","6,420","20.0","No","--:--:--","6","25.0","--","--","--","00:40:05","00:41:08","--","--"
Treadmill Running,2018-02-13 07:17:24,false,"Treadmill Running","5.95","255","00:40:08","131","160","3.2","155","175","6:45","5:21","--","--","0.95","--","--","--","--","--","--","0.0","--","--","6,292","23.0","No","--:--:--","6","25.0","--","--","--","00:39:34","00:40:08","--","--"
Treadmill Running,2018-02-08 07:12:41,false,"Treadmill Running","5.87","295","00:40:14","138","168","3.5","156","178","6:51","5:09","--","--","0.92","--","--","--","--","--","--","0.0","--","--","6,366","24.0","No","--:--:--","6","27.0","--","--","--","00:39:40","00:40:14","--","--"
